category,text,category_id,train
User Account: log out,How to sign off from this account?,23,0
Spending Tracker: get info,Can I access the spending tracker from different devices?,14,0
Spending Tracker: get info,Can you walk me through accessing the spending tracker?,14,0
User Account: esign,"Guide me through the process of setting up an eSignature, please.",19,1
Document: upload,What details must be visible on the documents I upload?,31,0
Document: upload,Will I receive guidance on document upload from customer service?,31,0
User Account: connect banks,How do I manage connected banks on your app?,30,0
User Account: get fee plan info,I want to see the maintenance fees for my account.,27,0
Card: temporary limit increase,"Planning a vacation, need a higher limit on my card temporarily.",36,0
User Account: change mailing address,"My new address is different, how do I update it?",10,0
Card: report not received,Why hasn't my card been delivered yet?,41,0
Spending Tracker: get info,Can I export data from the spending tracker to Excel?,14,0
Transaction: history,I’d like to check my account activity from last week.,7,0
User Account: closure request,Can I close my account online?,38,0
Global: get balance,I want to view how much money I've left in my account.,4,0
User Account: esign,Where can I review the documents I have signed electronically?,19,0
Card: disable,"Ensure no one can use my card, disable it",0,0
Card: cancel close,Can you permanently close my account card?,35,0
Spend Account: consent to direct deposit,"Direct deposit authorization form, where can I find it?",37,0
Card: reset PIN,Tell me how to get a new PIN for my card.,34,0
User Account: change password post login,Change my password please,43,0
User Account: get fee plan info,Show me the fee structure for mobile banking services.,27,0
Rewards: opt in,I’d like to participate in the rewards program.,25,0
Spend Account: find ATMs,ATMs around this area?,17,0
Refer a Friend: get info,Can you explain the perks of referring a friend?,20,0
Card: enable,I need my card unblocked asap.,1,0
Card: temporary limit increase,Boost my card limit for a month please.,36,0
Refer a Friend: get info,How does your program compare to other referral programs?,20,0
Document: upload,What types of documents can I upload?,31,0
Card: temporary limit increase,"I'm planning a big purchase, can I increase my limit just for that?",36,0
Spend Account: get cash withdrawal and reload locations,Where is the nearest kiosk for reloading my bank card?,18,0
User Account: get secure inbox messages,Can you bring up my latest communications in the secure inbox?,15,1
Overdraft: opt out,Can you deactivate overdraft for me?,29,0
Card: disable,I want a card stop placed immediately,0,0
Notifications: manage,Can I customize which notifications are important?,39,0
Spending Tracker: get info,Can the spending tracker help me improve my savings?,14,0
Rewards: view offers,List of all offers I can avail using my card?,21,0
Global: get routing number direct deposit info,I need my bank routing number.,5,0
User Account: get help contact customer service,Could you point me to the customer help portal?,22,0
User Account: closure request,"End my current account, please help",38,0
Spend Account: transfer funds checks,How long will a check transfer take to complete?,12,0
Refer a Friend: get info,Can you walk me through your referral process?,20,0
Refer a Friend: get info,How soon do I get rewarded after referring someone?,20,0
Card: reset PIN,Change my credit card pin please.,34,0
Card: replace or upgrade,"My card is pretty old, can I exchange it for a new one?",42,0
Transaction: history,Show my transactions for the last week.,7,0
User Account: edit profile name,Can you update my name as per the ID proof I submit?,33,0
Rewards: opt in,Let's get started with the rewards program enrolment.,25,0
User Account: change password post login,I want to set a new password for my profile,43,1
User Account: get secure inbox messages,Have any new messages been received in my secure inbox?,15,0
User Account: log out,How do I close my online session?,23,0
Card: replace or upgrade,How soon can I start using my new card after replacement?,42,0
Overdraft: opt out,Cancel my overdraft option immediately.,29,0
Transaction: history,I want to check all debits from my account in recent weeks.,7,0
Card: add new,Who do I talk to about getting another card for my account?,16,0
User Account: edit profile name,I want to change the registered name on my profile,33,0
Document: upload,How can I check the status of my uploaded documents?,31,1
Card: get shipping status where is,Is there an expected delivery date for my card?,2,0
Card: replace or upgrade,What do I need to provide to get my card upgraded?,42,0
Spend Account: get cash withdrawal and reload locations,Show me places close by to reload my prepaid card.,18,0
Statement: get,Show me the card statement for July.,6,0
Notifications: manage,"Guide me through changing my notification settings, please.",39,0
Spend Account: transfer funds,How can I transfer money to pay a bill?,11,0
User Account: get help contact customer service,Who can address my concerns over the phone?,22,0
User Account: change email address,"Switching my email address, need help with the process",9,1
User Account: change phone number,Can you help me change my current phone number on my account?,32,0
User Account: change mailing address,Can I change my address from the app?,10,1
Notifications: manage,How to turn off email notifications from the bank app?,39,0
Refer a Friend: get info,How can I participate in your refer a friend offer?,20,0
Spend Account: transfer funds,Can I transfer my funds to a new card?,11,1
Card: add new,"I was thinking of adding a second card, where do I begin?",16,0
Rewards: view offers,Show current retail partner offers for my card.,21,0
Spend Account: find ATMs,Show me all nearby ATM locations.,17,0
Rewards: opt in,Could you opt me into the rewards program?,25,0
